-0,023474654,0,064175052
0,271039284,-0,065553392
0,073651636,0,066748578
0,194687123,-0,038204511
-0,021351342,-0,139339191
0,135968834,-0,134809941
-0,018138877,-0,026962683
0,029893787,0,105267748
-0,096909597,0,045300708
0,013632412,-0,102669815
0,042475907,-0,040966577
-0,048128634,0,140228507
0,035687881,0,077633052
-0,003336658,0,00090699
-0,197920038,-0,070137237
-0,146322522,-0,026693845
0,047702277,-0,042895546
0,171357928,0,000540722
-0,082945393,0,053561677
0,008136891,-0,029374432
0,242792196,0,183270292
0,061676206,-0,096979264
-0,169347213,0,00330185
0,104683805,0,125042335
-0,021210369,-0,174582869
0,021839027,0,046727933
-0,049215601,0,060716787
0,097431362,0,035121459
0,158489961,0,244708595
0,119284049,0,076952583
-0,06573626,0,23468721
0,044262065,-0,013883476
-0,028966374,-0,072114262
0,056100476,-0,207778462
-0,106557897,0,157247245
0,059326427,0,042936258
-0,1058622,-0,040829364
0,016281214,-0,028692802
-0,073458912,0,010868346
-0,077423357,-0,067933729
0,018462156,0,017220643
0,049732684,-0,108186395
-0,008670192,-0,049417126
-0,040164297,-0,087652458
-0,135437098,-0,105661695
-0,093124093,0,040580514
0,068718104,-0,122212268
0,012220585,0,079251337
-0,042515499,0,070219078
0,105656627,0,040106564
0,055608245,-0,134501632
0,011746684,-0,127040158
-0,070822822,-0,139936839
-0,01044953,-0,038457324
0,125137127,-0,17078205
-0,066589719,0,173135712
-0,08636196,-0,01184885
0,130354847,0,086935863
-0,060416629,-0,06393298
0,049427098,0,13612545
